Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;Total Docs. (2024);Estimated APC (USD);Estimated value (USD)
205;18120;"ACM Transactions on Mathematical Software";journal;"15577295, 00983500";No;No;"Association for Computing Machinery (ACM)";1,234;Q1;29;3315;639760;
206;28542;"Journal of Mathematical Fluid Mechanics";journal;"14226928, 14226952";No;No;"Birkhauser Verlag Basel";1,230;Q1;69;3384;1472195;
207;21101040213;"Constructive Mathematical Analysis";journal;"26512939";Yes;Yes;"";1,227;Q1;24;3175;288892;
208;21101039765;"Advanced Quantum Technologies";journal;"25119044";No;No;"John Wiley &amp; Sons Inc.";1,223;Q1;254;3617;2151864;
209;21101196741;"Pure and Applied Analysis";journal;"25785885, 25785893";No;No;"Mathematical Sciences Publishers";1,223;Q1;32;3455;110563;
210;23199;"Annales de l'Institut Fourier";journal;"03730956";No;No;"Association des Annales de l'Institut Fourier";1,222;Q1;62;3520;1098112;
211;21100901137;"Journal of Statistical Distributions and Applications";journal;"21955832";Yes;No;"SpringerOpen";1,222;Q1;0;3000;69005;
212;21100926541;"Information and Inference";journal;"20498772";No;No;"Oxford University Press";1,220;Q1;39;3489;729212;
213;21101049624;"International Journal of Research in Undergraduate Mathematics Education";journal;"21989753";No;No;"Springer Science and Business Media B.V.";1,218;Q1;48;3452;421109;
214;29586;"Journal of Guidance, Control, and Dynamics";journal;"15333884, 07315090";No;No;"American Institute of Aeronautics and Astronautics Inc. (AIAA)";1,218;Q1;210;3490;3549687;
215;25956;"ESAIM: Mathematical Modelling and Numerical Analysis";journal;"28047214, 28227840";Yes;No;"EDP Sciences";1,217;Q1;76;3455;1703418;
216;19700200832;"Technology, Knowledge and Learning";journal;"22111662, 22111670";No;No;"Springer Science + Business Media";1,210;Q1;149;3397;1375801;
217;21100897123;"Natural Gas Industry B";journal;"23528559, 23528540";Yes;Yes;"KeAi Communications Co.";1,204;Q1;57;3054;919330;
218;21576;"Nonlinear Dynamics";journal;"0924090X, 1573269X";No;No;"Springer Netherlands";1,201;Q1;1410;3467;17529135;
219;5800173376;"Biology Direct";journal;"17456150";Yes;No;"BioMed Central Ltd";1,199;Q1;143;3400;1094821;
220;25055;"Mathematical Research Letters";journal;"10732780, 1945001X";No;No;"International Press, Inc.";1,197;Q1;64;3413;1201430;
221;19700166403;"Science China Mathematics";journal;"16747283, 18691862";No;No;"Science China Press";1,191;Q1;153;3270;2161345;
222;17929;"BMC Bioinformatics";journal;"14712105";Yes;No;"BioMed Central Ltd";1,190;Q1;387;3454;9064282;
223;25347;"Chaos, Solitons and Fractals";journal;"09600779";No;No;"Elsevier Ltd";1,184;Q1;1321;3506;19933083;
224;24481;"Bulletin of the London Mathematical Society";journal;"14692120, 00246093";No;No;"John Wiley and Sons Ltd";1,174;Q1;255;3508;2946625;
225;21100867476;"Discrete Analysis";journal;"23973129";Yes;Yes;"Alliance of Diamond OA Journals";1,168;Q1;3;3326;302677;
226;21780;"Nonlinear Analysis: Real World Applications";journal;"14681218";No;No;"Elsevier B.V.";1,168;Q1;171;3481;2888922;
227;18079;"Robotics and Autonomous Systems";journal;"09218890";No;No;"Elsevier B.V.";1,168;Q1;187;3413;2867325;
228;12773;"British Journal of Mathematical and Statistical Psychology";journal;"00071102, 20448317";No;No;"Wiley-Blackwell";1,159;Q1;44;3750;641221;
229;18111;"Insurance: Mathematics and Economics";journal;"01676687";No;No;"Elsevier B.V.";1,159;Q1;80;3377;1570472;
230;25033;"IEEE Transactions on Computers";journal;"00189340";No;No;"IEEE Computer Society";1,156;Q1;257;3369;3743109;
231;25123;"Mathematische Zeitschrift";journal;"14328232, 00255874";No;No;"Springer New York";1,156;Q1;231;3436;4518781;
232;13877;"European Journal of Mechanics, A/Solids";journal;"09977538";No;No;"Elsevier B.V.";1,148;Q1;266;3398;3959249;
233;19700172204;"Analysis and Applications";journal;"17936861, 02195305";No;No;"World Scientific";1,144;Q1;56;3277;704517;
234;21101095931;"Complex and Intelligent Systems";journal;"21994536, 21986053";Yes;No;"Springer International Publishing AG";1,143;Q1;461;3443;4142390;
235;21101018848;"SAE International Journal of Vehicle Dynamics, Stability, and NVH";journal;"23802170, 23802162";No;No;"SAE International";1,142;Q1;28;3075;451970;
236;24305;"International Journal of Intelligent Systems";journal;"1098111X, 08848173";No;No;"John Wiley and Sons Inc";1,141;Q1;94;3526;3959693;
237;21101141512;"Tropical Cyclone Research and Review";journal;"25893025, 22256032";Yes;Yes;"KeAi Communications Co.";1,139;Q1;27;3312;162279;
238;28070;"Combinatorics Probability and Computing";journal;"09635483, 14692163";No;No;"Cambridge University Press";1,133;Q1;62;3326;794855;
239;12000154480;"Journal of Mathematical Logic";journal;"17936691, 02190613";No;No;"World Scientific Publishing Co. Pte Ltd";1,129;Q1;34;3325;438886;
240;28065;"Applied Mathematical Modelling";journal;"0307904X";No;No;"Elsevier Inc.";1,126;Q1;487;3368;9106358;
241;26951;"Studies in Applied Mathematics";journal;"14679590, 00222526";No;No;"John Wiley &amp; Sons Inc.";1,125;Q1;132;3355;1449372;
242;23791;"Journal d'Analyse Mathematique";journal;"00217670, 15658538";No;No;"Springer New York";1,119;Q1;53;3417;932809;
243;18186;"Engineering with Computers";journal;"14355663, 01770667";No;No;"Springer London";1,110;Q1;253;3312;4474596;
244;25676;"Nonlinear Differential Equations and Applications";journal;"10219722, 14209004";No;No;"Birkhauser Verlag Basel";1,110;Q1;113;3413;1324431;
245;144837;"International Journal of Science and Mathematics Education";journal;"15710068";No;No;"Springer Netherlands";1,108;Q1;132;3380;1743846;
246;21101186345;"ACM Transactions on Quantum Computing";journal;"26436817";No;No;"Association for Computing Machinery";1,105;Q1;24;3391;81386;
247;28455;"Computational Complexity";journal;"14208954, 10163328";No;No;"Birkhauser Verlag Basel";1,103;Q1;13;3336;216859;
248;14189;"Statistica Sinica";journal;"10170405";No;No;"Institute of Statistical Science";1,101;Q1;61;3448;1706598;
249;15961;"Naval Research Logistics";journal;"15206750, 0894069X";No;No;"John Wiley &amp; Sons Inc.";1,098;Q1;81;3312;1029934;
250;26406;"SIAM Journal on Discrete Mathematics";journal;"10957146, 08954801";No;No;"Society for Industrial and Applied Mathematics Publications";1,094;Q1;141;3284;2243262;
251;26886;"Bulletin de la Societe Mathematique de France";journal;"00379484";No;No;"Societe Mathematique de France";1,092;Q1;4;3111;385766;
252;21100854164;"IEEE Transactions on Computational Imaging";journal;"23339403";No;No;"Institute of Electrical and Electronics Engineers Inc.";1,082;Q1;139;3461;1747973;
253;21100940460;"Network Neuroscience";journal;"24721751";Yes;No;"";1,078;Q1;45;3659;958676;
254;21100797724;"Journal of Survey Statistics and Methodology";journal;"23250992, 23250984";No;No;"Oxford University Press";1,077;Q1;73;3374;920979;
255;26378;"Proceedings of the Royal Society of Edinburgh Section A: Mathematics";journal;"14737124, 03082105";No;No;"Cambridge University Press";1,076;Q1;179;3345;2010125;
256;12336;"International Journal for Numerical Methods in Engineering";journal;"00295981, 10970207";No;No;"John Wiley and Sons Ltd";1,075;Q1;208;3421;4087610;
257;21124;"Pharmaceutical Statistics";journal;"15391612, 15391604";No;No;"John Wiley and Sons Ltd";1,074;Q1;96;3351;1460820;
258;17300154988;"BioData Mining";journal;"17560381";Yes;No;"BioMed Central Ltd";1,068;Q1;60;3285;643824;
259;75869;"Discrete and Continuous Dynamical Systems- Series A";journal;"15535231, 10780947";No;No;"American Institute of Mathematical Sciences";1,065;Q1;144;3421;3568361;
260;144889;"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations";journal;"15472450, 15472442";No;No;"Taylor and Francis Ltd.";1,065;Q1;106;3411;1040205;
261;21100885366;"IEEE Control Systems Letters";journal;"24751456";No;No;"Institute of Electrical and Electronics Engineers Inc.";1,064;Q1;566;3558;8443817;
262;21100368801;"IEEE/ACM Transactions on Audio Speech and Language Processing";journal;"23299304, 23299290";No;No;"IEEE Advancing Technology for Humanity";1,061;Q1;428;3490;5315349;
263;21100889419;"Annals of Actuarial Science";journal;"17484995, 17485002";No;No;"Cambridge University Press";1,060;Q1;39;3174;466566;
264;21101054787;"Quantum Machine Intelligence";journal;"25244914, 25244906";No;No;"Springer Science and Business Media Deutschland GmbH";1,059;Q1;88;3312;632586;
265;21100830444;"SIAM-ASA Journal on Uncertainty Quantification";journal;"21662525";No;No;"Society for Industrial and Applied Mathematics Publications";1,058;Q1;49;3354;878800;
266;21101039845;"Algebraic Combinatorics";journal;"25895486";Yes;Yes;"Combinatorics Consortium";1,057;Q1;74;3286;841279;
267;14398;"International Journal of Solids and Structures";journal;"00207683";No;No;"Elsevier Ltd";1,056;Q1;375;3383;6607417;
268;26324;"Random Structures and Algorithms";journal;"10429832, 10982418";No;No;"John Wiley and Sons Ltd";1,055;Q1;63;3491;1158995;
269;19900193539;"Fractional Calculus and Applied Analysis";journal;"13110454, 13142224";No;No;"Springer International Publishing AG";1,054;Q1;127;3403;1762622;
270;19268;"International Journal of High Performance Computing Applications";journal;"10943420, 17412846";No;No;"SAGE Publications Inc.";1,051;Q1;45;3071;638866;
271;21101039848;"Mathematics in Engineering";journal;"26403501";Yes;Yes;"American Institute of Mathematical Sciences";1,051;Q1;28;3189;733573;
272;26480;"Finite Fields and their Applications";journal;"10715797, 10902465";No;No;"Academic Press Inc.";1,048;Q1;139;3412;2121953;
273;21100304259;"Quantum Topology";journal;"1664073X, 1663487X";Yes;Yes;"European Mathematical Society Publishing House";1,043;Q1;13;3522;250095;
274;21100241736;"Transportmetrica B";journal;"21680582, 21680566";No;No;"Taylor and Francis Ltd.";1,043;Q1;63;3349;843936;
275;27856;"BIT Numerical Mathematics";journal;"15729125, 00063835";No;No;"Springer Netherlands";1,042;Q1;42;3307;889657;
276;12166;"Mathematics and Computers in Simulation";journal;"03784754";No;No;"Elsevier B.V.";1,040;Q1;403;3187;5567157;
277;10600153306;"Communications in Computational Physics";journal;"18152406, 19917120";No;No;"Global Science Press";1,036;Q1;79;3378;1810450;
278;145273;"Documenta Mathematica";journal;"14310635, 14310643";Yes;Yes;"European Mathematical Society Publishing House";1,035;Q1;43;3400;924909;
279;12370;"Journal of Computer and System Sciences";journal;"10902724, 00220000";No;No;"Academic Press Inc.";1,033;Q1;43;3274;919860;
280;25325;"Mathematical Proceedings of the Cambridge Philosophical Society";journal;"03050041, 14698064";No;No;"Cambridge University Press";1,031;Q1;52;3231;917737;
281;23814;"Journal of Algebra";journal;"00218693, 1090266X";No;No;"Academic Press Inc.";1,029;Q1;476;3361;7993429;
282;21100246506;"Journal of Choice Modelling";journal;"17555345";Yes;No;"Elsevier B.V.";1,027;Q1;40;3403;598863;
283;29784;"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences";journal;"14712962, 1364503X";No;No;"The Royal Society";1,027;Q1;308;3276;5434721;
284;21101157925;"Communications in Analysis and Mechanics";journal;"28363310";Yes;Yes;"American Institute of Mathematical Sciences";1,019;Q1;40;3341;133631;
285;28968;"Interfaces and Free Boundaries";journal;"14639971, 14639963";Yes;Yes;"European Mathematical Society Publishing House";1,017;Q1;14;3321;278979;
286;17300154971;"International Journal of Critical Infrastructure Protection";journal;"18745482";No;No;"Elsevier B.V.";1,016;Q1;50;3244;619519;
287;21100935006;"Journal of Combinatorial Algebra";journal;"24156310, 24156302";Yes;Yes;"European Mathematical Society Publishing House";1,013;Q1;10;3171;164894;
288;144830;"Journal of Dynamics and Differential Equations";journal;"10407294";No;No;"Springer New York";1,009;Q1;226;3428;2200477;
289;23947;"Journal of Multivariate Analysis";journal;"0047259X, 10957243";No;No;"Academic Press Inc.";1,009;Q1;92;3369;1731855;
290;18189;"Finite Elements in Analysis and Design";journal;"0168874X";No;No;"Elsevier B.V.";1,008;Q1;116;3258;1205516;
291;21100827466;"EURO Journal on Computational Optimization";journal;"21924406, 21924414";Yes;No;"Elsevier B.V.";1,006;Q1;18;3240;346661;
292;19700201443;"Engineering Applications of Computational Fluid Mechanics";journal;"1997003X, 19942060";Yes;No;"Taylor and Francis Ltd.";1,004;Q1;122;3432;1921650;
293;26438;"Ergodic Theory and Dynamical Systems";journal;"14694417, 01433857";No;No;"Cambridge University Press";1,003;Q1;159;3434;2407223;
294;15495;"Finance and Stochastics";journal;"14321122, 09492984";No;No;"Springer Verlag";1,002;Q1;30;3536;495044;
295;21100836848;"Physical Review Fluids";journal;"2469990X";No;No;"American Physical Society";1,002;Q1;546;3387;9217205;
296;19800188078;"Review of Symbolic Logic";journal;"17550211, 17550203";No;No;"Cambridge University Press";0,999;Q1;56;3182;693624;
297;27959;"Journal of the Franklin Institute";journal;"00160032";No;No;"Elsevier Ltd";0,994;Q1;719;3398;10289291;
298;145217;"Representation Theory";journal;"10884165";No;No;"American Mathematical Society";0,989;Q1;16;3260;462849;
299;21100201020;"Communications in Number Theory and Physics";journal;"19314523, 19314531";No;No;"International Press, Inc.";0,988;Q1;18;3317;285236;
300;19600157213;"GAMM Mitteilungen";journal;"09367195, 15222608";No;No;"Wiley-VCH Verlag";0,988;Q1;15;3124;209296;
301;12100156621;"Revista Matematica Complutense";journal;"19882807, 11391138";Yes;No;"Springer-Verlag Italia s.r.l.";0,988;Q1;49;3241;625447;
302;25184;"Applied Mathematics Letters";journal;"18735452, 08939659";No;No;"Elsevier Ltd";0,987;Q1;326;3455;6550880;
303;25955;"ESAIM - Control, Optimisation and Calculus of Variations";journal;"12623377, 12928119";No;No;"EDP Sciences";0,986;Q1;91;3331;1755587;
304;21100199809;"Probability Surveys";journal;"15495787";Yes;No;"Institute of Mathematical Statistics";0,985;Q1;5;3523;158550;
305;22902;"Oxford Bulletin of Economics and Statistics";journal;"03059049, 14680084";No;No;"Wiley-Blackwell Publishing Ltd";0,984;Q1;61;3570;1024591;
306;21101183576;"Frontiers in Bioinformatics";journal;"26737647";Yes;No;"Frontiers Media SA";0,982;Q1;78;3318;258809;
307;21101123946;"Open Journal of Mathematical Optimization";journal;"27775860";Yes;Yes;"Universite de Montpellier III";0,981;Q1;9;3149;50390;
308;25621;"Journal of Parallel and Distributed Computing";journal;"07437315, 10960848";No;No;"Academic Press Inc.";0,978;Q1;127;3359;2526184;
309;24475;"Linear Algebra and Its Applications";journal;"00243795";No;No;"Elsevier Inc.";0,977;Q1;359;3265;5779303;
310;21100820602;"Journal of Computational Design and Engineering";journal;"22885048, 22884300";Yes;No;"Oxford University Press";0,976;Q1;106;3259;1727036;
311;21100239264;"IEEE Control Systems";journal;"1066033X";No;No;"Institute of Electrical and Electronics Engineers Inc.";0,975;Q1;81;3298;1384993;
312;14231;"Statistical Methods in Medical Research";journal;"14770334, 09622802";No;No;"SAGE Publications Ltd";0,972;Q1;143;3529;3010026;
313;26929;"Stochastic Processes and their Applications";journal;"03044149";No;No;"Elsevier B.V.";0,971;Q1;171;3432;3229866;
314;25842;"Publicacions Matematiques";journal;"20144350, 02141493";Yes;No;"Universitat Autonoma de Barcelona";0,970;Q1;23;3276;429109;
315;23087;"Algorithmica";journal;"14320541, 01784617";No;No;"Springer New York";0,969;Q1;125;3263;2170073;
316;13734;"Biometrical Journal";journal;"03233847, 15214036";No;No;"Wiley-VCH Verlag";0,968;Q1;125;3329;1780859;
317;28999;"Journal of Mathematical Economics";journal;"03044068, 18731538";No;No;"Elsevier B.V.";0,967;Q1;95;3155;1378606;
318;21101080470;"Journal of Applied and Computational Topology";journal;"23671726, 23671734";No;No;"Springer International Publishing AG";0,966;Q1;72;3347;384951;
319;100147303;"Milan Journal of Mathematics";journal;"14249294, 14249286";No;No;"Birkhauser Verlag Basel";0,965;Q1;22;3425;352791;
320;12189;"Simulation Modelling Practice and Theory";journal;"1569190X";No;No;"Elsevier B.V.";0,963;Q1;121;3261;2067208;
321;25179;"Applied Mathematics and Optimization";journal;"00954616, 14320606";No;No;"Springer New York";0,957;Q1;128;3295;2260219;
322;25807;"Communications in Nonlinear Science and Numerical Simulation";journal;"10075704";No;No;"Elsevier B.V.";0,956;Q1;621;3347;8344161;
323;21100869482;"Research in Mathematical Sciences";journal;"21979847, 25220144";Yes;No;"SpringerOpen";0,956;Q1;70;3096;860624;
324;27971;"Zeitschrift fur Angewandte Mathematik und Physik";journal;"14209039, 00442275";No;No;"Birkhauser Verlag Basel";0,953;Q1;240;3319;3780697;
325;28459;"Computational Optimization and Applications";journal;"15732894, 09266003";No;No;"Springer Netherlands";0,952;Q1;105;3395;1616188;
326;6200180175;"Annali di Matematica Pura ed Applicata";journal;"03733114, 16181891";No;No;"";0,951;Q1;166;3268;2078160;
327;28468;"Computers and Mathematics with Applications";journal;"08981221";No;No;"Elsevier Ltd";0,951;Q1;457;3307;6563934;
328;23270;"Israel Journal of Mathematics";journal;"00212172, 15658511";No;No;"Springer New York";0,951;Q1;148;3331;2431480;
